Age,Budget,Interet,Duree,Climat,Destination
39,4013,Ile,4,Chaud,Santorin
27,1550,Megalopole,10,Froid,New York
51,2713,Plage,12,Chaud,Barcelone
33,2244,Ile,10,Froid,Santorin
43,1886,Plage,6,Chaud,Barcelone
51,2335,Culture,8,Froid,Buenos Aires
44,2967,Plage,7,Froid,Cancun
37,1671,Ile,8,Tempéré,Santorin
28,2012,Nature,6,Tempéré,Buenos Aires
36,3431,Nature,21,Tempéré,Buenos Aires
47,1253,Historique,18,Chaud,Prague
32,2994,Nature,4,Tempéré,Buenos Aires
33,4452,Aventure,6,Chaud,Marrakech
24,2744,Megalopole,3,Froid,Marrakech
40,1975,Aventure,6,Chaud,Patagonie
48,3254,Ile,5,Chaud,Amazonie
31,2547,Aventure,8,Tempéré,Bangkok
37,2685,Nature,10,Chaud,Rio de Janeiro
44,2866,Megalopole,4,Chaud,Dubai
27,868,Megalopole,6,Chaud,Iles Galapagos
32,1365,Historique,6,Froid,Vancouver
52,3909,Ile,5,Tempéré,Santorin
54,4066,Culture,8,Tempéré,Paris
28,1421,Culture,10,Froid,Marrakech
20,500,Historique,8,Froid,Rome
57,2940,Historique,6,Tempéré,Rome
46,1659,Plage,10,Froid,Barcelone
25,2131,Plage,3,Tempéré,Paris
42,1888,Plage,9,Froid,Patagonie
33,3895,Megalopole,11,Froid,Bora Bora
18,500,Historique,7,Froid,Machu Picchu
33,3328,Historique,6,Froid,Machu Picchu
52,2952,Nature,10,Froid,Amazonie
36,500,Culture,5,Tempéré,Prague
48,4856,Megalopole,8,Froid,Amsterdam
47,5078,Culture,14,Froid,Londres
33,922,Culture,13,Chaud,Rio de Janeiro
43,3228,Megalopole,9,Tempéré,Londres
18,1308,Aventure,14,Tempéré,Kyoto
20,2237,Aventure,3,Chaud,Iles Galapagos
34,980,Culture,6,Tempéré,Paris
35,3181,Nature,8,Tempéré,Le Cap
26,1700,Culture,8,Froid,Kyoto
64,3009,Megalopole,7,Froid,Paris
35,3892,Plage,15,Tempéré,Cancun
30,1380,Megalopole,6,Chaud,Bangkok
43,2437,Culture,6,Chaud,Amsterdam
32,896,Culture,14,Froid,Prague
30,1960,Plage,4,Chaud,Sydney
24,1636,Megalopole,7,Chaud,New York
33,1090,Ile,7,Tempéré,Patagonie
26,2832,Aventure,5,Chaud,Bali
22,1181,Culture,6,Chaud,Marrakech
45,2443,Nature,6,Tempéré,Rome
48,4085,Megalopole,5,Tempéré,New York
18,1289,Megalopole,9,Chaud,Barcelone
33,2196,Culture,9,Tempéré,Paris
50,2044,Culture,7,Chaud,Sydney
41,740,Plage,7,Chaud,Cancun
66,3698,Aventure,11,Tempéré,Zanzibar
33,3440,Aventure,4,Froid,Prague
20,1452,Historique,12,Froid,Buenos Aires
44,1745,Megalopole,5,Chaud,Los Angeles
54,1928,Megalopole,6,Froid,Dubai
44,3000,Culture,3,Tempéré,Paris
33,2625,Megalopole,5,Froid,Vancouver
40,3396,Megalopole,21,Froid,Machu Picchu
23,1058,Ile,7,Tempéré,Santorin
39,2826,Historique,6,Chaud,Bangkok
35,3850,Culture,10,Froid,Machu Picchu
41,1793,Ile,4,Tempéré,Paris
18,1186,Nature,12,Tempéré,Le Cap
44,5217,Nature,4,Chaud,Iles Galapagos
44,2307,Aventure,8,Tempéré,Barcelone
33,1950,Culture,5,Tempéré,Paris
24,1640,Plage,4,Chaud,Barcelone
49,4279,Culture,4,Chaud,Amsterdam
47,3641,Plage,15,Tempéré,Sydney
36,647,Megalopole,6,Chaud,Bangkok
25,1072,Aventure,8,Chaud,Amazonie
20,1144,Plage,8,Tempéré,Marrakech
40,3027,Ile,8,Froid,Bangkok
39,2769,Plage,12,Froid,Zanzibar
21,1768,Nature,21,Tempéré,Le Cap
41,2424,Aventure,4,Froid,Patagonie
58,3469,Aventure,8,Tempéré,Patagonie
41,1025,Ile,8,Froid,Prague
41,3051,Culture,3,Chaud,Marrakech
32,536,Historique,7,Tempéré,Rome
38,2403,Aventure,7,Chaud,Dubai
58,6178,Culture,4,Froid,Queenstown
33,3159,Plage,8,Tempéré,Iles Galapagos
26,890,Aventure,5,Froid,Vancouver
51,2194,Ile,15,Froid,Vancouver
44,4432,Plage,9,Froid,Amazonie
20,1005,Nature,6,Froid,Prague
52,3522,Ile,7,Froid,New York
28,1517,Ile,7,Tempéré,Santorin
39,1690,Plage,7,Tempéré,Cancun
28,2196,Historique,10,Chaud,Machu Picchu
36,500,Ile,8,Tempéré,Bora Bora
49,3649,Plage,7,Chaud,Barcelone
47,3365,Plage,9,Froid,Amsterdam
42,6185,Plage,4,Chaud,Rio de Janeiro
22,1578,Plage,37,Tempéré,Marrakech
42,3361,Megalopole,3,Chaud,Sydney
35,1909,Aventure,9,Froid,Prague
35,4724,Historique,13,Chaud,Rome
46,2743,Historique,11,Tempéré,Los Angeles
30,2202,Culture,6,Tempéré,Sydney
41,1667,Nature,4,Froid,Londres
18,632,Culture,6,Froid,Londres
28,2938,Nature,18,Froid,Le Cap
51,4436,Aventure,8,Froid,Queenstown
24,1679,Nature,16,Tempéré,Iles Galapagos
26,1429,Aventure,4,Chaud,Bangkok
51,2771,Ile,6,Chaud,Bora Bora
27,1182,Ile,12,Tempéré,Machu Picchu
18,1723,Megalopole,8,Tempéré,Sydney
43,3201,Aventure,7,Tempéré,Rio de Janeiro
36,2908,Ile,6,Chaud,Marrakech
25,500,Aventure,12,Froid,Buenos Aires
40,1497,Historique,10,Tempéré,Paris
26,2126,Ile,7,Chaud,Queenstown
53,1875,Aventure,4,Froid,Le Cap
38,2723,Nature,8,Tempéré,Vancouver
48,2157,Plage,5,Tempéré,Rio de Janeiro
28,2148,Ile,7,Chaud,Bali
49,2118,Historique,15,Tempéré,Le Caire
49,2380,Nature,12,Froid,Le Cap
22,1914,Historique,5,Chaud,Los Angeles
18,504,Megalopole,16,Chaud,Dubai
46,1413,Culture,10,Chaud,Patagonie
26,1988,Aventure,3,Froid,Queenstown
51,5458,Culture,5,Chaud,Le Cap
47,2821,Megalopole,5,Chaud,Dubai
37,2275,Aventure,7,Chaud,Cancun
52,2623,Historique,9,Chaud,Cancun
44,1902,Aventure,11,Chaud,Cancun
34,1239,Megalopole,23,Froid,Dubai
39,3219,Ile,6,Tempéré,Bora Bora
27,2065,Megalopole,8,Froid,Bangkok
48,4646,Culture,3,Tempéré,Marrakech
36,1687,Culture,5,Tempéré,Le Cap
18,1934,Plage,10,Tempéré,Iles Galapagos
56,4936,Culture,8,Chaud,Barcelone
45,4700,Megalopole,4,Froid,Tokyo
47,1800,Nature,6,Tempéré,Le Cap
47,4749,Ile,12,Tempéré,Zanzibar
52,6203,Megalopole,3,Froid,Patagonie
32,1305,Plage,5,Tempéré,Machu Picchu
21,1601,Plage,9,Froid,Patagonie
44,2197,Nature,3,Chaud,Vancouver
60,3667,Plage,10,Tempéré,Sydney
25,2445,Megalopole,12,Tempéré,New York
24,500,Culture,10,Tempéré,Buenos Aires
36,500,Ile,18,Chaud,Bali
21,1808,Historique,10,Tempéré,Rome
25,1683,Megalopole,12,Chaud,Amazonie
18,1621,Ile,16,Froid,Rio de Janeiro
18,1575,Megalopole,4,Froid,Sydney
18,570,Ile,14,Tempéré,Bangkok
57,5469,Aventure,10,Chaud,Barcelone
31,1471,Historique,18,Tempéré,Machu Picchu
48,4433,Ile,10,Chaud,Dubai
41,3261,Plage,8,Tempéré,Rio de Janeiro
32,723,Megalopole,3,Tempéré,Tokyo
24,500,Historique,4,Chaud,Kyoto
40,2346,Culture,7,Tempéré,Vancouver
58,3663,Plage,5,Froid,Cancun
18,806,Ile,3,Tempéré,Bali
37,500,Plage,4,Chaud,Dubai
42,1678,Nature,4,Froid,Zanzibar
35,2254,Plage,11,Chaud,Le Caire
28,2405,Historique,4,Tempéré,Kyoto
34,1445,Plage,5,Chaud,Cancun
48,4173,Plage,4,Chaud,Cancun
44,2035,Nature,13,Chaud,Le Cap
53,2666,Plage,10,Tempéré,Cancun
47,2523,Historique,5,Froid,Machu Picchu
39,500,Ile,5,Chaud,Santorin
33,1872,Historique,5,Tempéré,Santorin
19,1172,Nature,10,Chaud,Le Cap
29,500,Nature,16,Froid,Vancouver
62,1885,Aventure,4,Chaud,Marrakech
37,3015,Aventure,5,Froid,Los Angeles
42,3053,Culture,6,Froid,Amsterdam
42,3606,Aventure,9,Froid,Londres
41,2495,Plage,16,Tempéré,Santorin
52,5235,Ile,3,Chaud,Bora Bora
48,2669,Nature,3,Froid,Vancouver
32,3212,Culture,5,Chaud,Amazonie
18,1068,Megalopole,5,Froid,Bali
29,500,Nature,24,Froid,Amsterdam
43,2330,Historique,9,Chaud,Bangkok
46,4473,Historique,13,Froid,Rio de Janeiro
44,2745,Megalopole,6,Tempéré,Cancun
30,2225,Nature,9,Tempéré,Bangkok
40,3580,Ile,6,Tempéré,Bali
33,3007,Ile,4,Froid,Queenstown
62,6904,Aventure,5,Froid,New York
56,5030,Ile,4,Tempéré,New York
34,1390,Culture,6,Tempéré,Londres
21,1362,Aventure,8,Chaud,Cancun
25,1295,Aventure,6,Tempéré,Paris
18,514,Plage,9,Chaud,Rio de Janeiro
43,2618,Megalopole,7,Froid,Buenos Aires
33,2386,Ile,8,Tempéré,Bangkok
26,1547,Aventure,9,Froid,Patagonie
34,1287,Megalopole,8,Froid,Machu Picchu
38,2598,Aventure,7,Tempéré,Queenstown
41,1698,Culture,11,Froid,Amsterdam
20,1357,Nature,8,Tempéré,Le Cap
25,1856,Aventure,3,Froid,Patagonie
24,2132,Megalopole,9,Froid,Machu Picchu
37,2053,Aventure,13,Chaud,Rome
35,999,Ile,9,Tempéré,Zanzibar
22,1619,Aventure,10,Froid,Amazonie
43,3268,Aventure,7,Tempéré,Le Cap
26,1425,Culture,10,Froid,Prague
38,3169,Megalopole,11,Froid,Cancun
43,1999,Culture,12,Chaud,Amazonie
31,1624,Culture,29,Froid,Machu Picchu
24,1228,Culture,3,Froid,Bora Bora
40,2056,Aventure,6,Froid,Rio de Janeiro
28,2213,Historique,6,Tempéré,Londres
18,1376,Plage,10,Froid,Rio de Janeiro
37,1832,Aventure,7,Chaud,Marrakech
34,1117,Historique,5,Chaud,Machu Picchu
65,3774,Aventure,7,Chaud,Amsterdam
41,1400,Nature,5,Froid,Zanzibar
34,2420,Ile,6,Froid,Bora Bora
53,500,Culture,12,Chaud,Londres
35,847,Nature,8,Tempéré,Iles Galapagos
35,1893,Aventure,4,Chaud,Buenos Aires
56,2333,Historique,3,Tempéré,Rome
28,2106,Nature,6,Froid,Machu Picchu
44,849,Culture,8,Froid,Paris
44,4407,Ile,4,Tempéré,Paris
45,3100,Historique,3,Chaud,Rome
56,4762,Culture,5,Froid,Amsterdam
39,2906,Nature,3,Froid,Tokyo
46,2494,Nature,10,Tempéré,Vancouver
29,623,Nature,5,Tempéré,Iles Galapagos
28,801,Plage,9,Chaud,Bora Bora
30,2201,Plage,11,Tempéré,New York
25,1372,Culture,12,Tempéré,Buenos Aires
19,1076,Culture,11,Chaud,Barcelone
50,1848,Culture,12,Chaud,Buenos Aires
59,4591,Historique,11,Chaud,New York
24,1243,Plage,6,Tempéré,Cancun
22,1759,Historique,3,Froid,Le Caire
37,1321,Nature,9,Froid,Machu Picchu
57,2841,Historique,8,Tempéré,Bangkok
54,3468,Nature,13,Froid,Le Cap
18,967,Nature,4,Tempéré,Patagonie
33,1563,Megalopole,8,Chaud,Le Caire
41,3830,Aventure,5,Chaud,Barcelone
27,2723,Historique,8,Tempéré,Kyoto
33,3444,Nature,4,Tempéré,Iles Galapagos
44,3354,Plage,5,Chaud,Barcelone
30,2381,Culture,4,Froid,Queenstown
35,2885,Culture,8,Chaud,Paris
18,625,Nature,10,Chaud,Iles Galapagos
53,1679,Historique,8,Froid,Kyoto
18,1867,Megalopole,4,Froid,Prague
54,2181,Nature,3,Froid,Prague
40,2599,Aventure,12,Tempéré,Buenos Aires
48,1389,Megalopole,5,Chaud,Bali
52,3094,Ile,14,Chaud,Santorin
52,2498,Nature,6,Froid,Le Cap
22,551,Culture,10,Tempéré,Dubai
45,3171,Ile,5,Froid,Bora Bora
42,3031,Nature,4,Tempéré,New York
38,2569,Aventure,5,Froid,Machu Picchu
38,2519,Ile,6,Tempéré,Santorin
37,2280,Historique,11,Tempéré,Rome
51,2697,Culture,13,Froid,Queenstown
32,2263,Culture,6,Froid,Zanzibar
51,3521,Culture,9,Chaud,Zanzibar
45,3157,Aventure,10,Froid,Vancouver
36,3233,Culture,8,Tempéré,Queenstown
22,1003,Nature,6,Tempéré,Buenos Aires
48,4106,Aventure,7,Tempéré,Los Angeles
31,1971,Aventure,9,Chaud,Zanzibar
45,3253,Nature,8,Chaud,Sydney
38,1387,Historique,3,Tempéré,Bali
40,1247,Plage,12,Chaud,Marrakech
30,2675,Ile,5,Froid,Vancouver
20,610,Nature,3,Froid,Amazonie
32,1406,Nature,3,Tempéré,Iles Galapagos
47,2347,Historique,5,Froid,Kyoto
31,1593,Ile,10,Froid,Amsterdam
58,2674,Nature,6,Chaud,Le Cap
34,1014,Aventure,7,Chaud,Bora Bora
48,2314,Plage,9,Froid,Cancun
29,2190,Ile,4,Froid,Iles Galapagos
56,2580,Nature,8,Froid,Sydney
30,2655,Megalopole,14,Tempéré,Tokyo
37,3715,Ile,6,Chaud,Patagonie
60,1534,Aventure,4,Froid,Patagonie
35,2603,Aventure,15,Tempéré,Sydney
53,2618,Aventure,6,Tempéré,Paris
43,3961,Ile,5,Froid,Vancouver
35,1923,Ile,5,Chaud,Amazonie
56,3996,Culture,4,Froid,New York
37,2707,Megalopole,27,Tempéré,Zanzibar
41,1479,Megalopole,6,Chaud,Santorin
43,2232,Nature,4,Tempéré,Bali
35,1594,Historique,5,Tempéré,Sydney
45,3226,Nature,8,Froid,Le Cap
34,2160,Historique,5,Tempéré,Cancun
18,1237,Ile,5,Chaud,Sydney
35,2947,Nature,4,Chaud,Iles Galapagos
46,3471,Culture,8,Froid,Londres
43,4643,Aventure,5,Froid,Patagonie
27,2233,Plage,3,Tempéré,Tokyo
38,2169,Ile,14,Tempéré,Bali
41,3749,Historique,3,Chaud,Kyoto
48,1668,Ile,3,Chaud,Bali
22,959,Aventure,4,Froid,Rio de Janeiro
36,3771,Megalopole,6,Chaud,Los Angeles
36,856,Culture,13,Tempéré,Marrakech
50,2150,Plage,10,Chaud,Rio de Janeiro
36,3400,Historique,11,Tempéré,Bali
37,1250,Historique,5,Froid,Rome
18,1280,Megalopole,4,Tempéré,Santorin
21,1475,Megalopole,9,Chaud,Cancun
24,719,Nature,9,Froid,Amsterdam
49,2440,Nature,3,Froid,Amsterdam
40,3475,Culture,5,Froid,Kyoto
53,1602,Ile,12,Froid,Prague
19,1382,Culture,9,Froid,Amsterdam
33,1239,Culture,13,Tempéré,Amsterdam
18,846,Historique,8,Froid,Machu Picchu
47,2237,Nature,4,Chaud,Zanzibar
22,1223,Culture,11,Tempéré,Buenos Aires
37,1068,Nature,12,Froid,Vancouver
48,2749,Aventure,13,Chaud,Santorin
46,1563,Culture,6,Tempéré,Amsterdam
19,2030,Nature,6,Chaud,Amazonie
39,2315,Megalopole,3,Froid,Queenstown
39,1858,Nature,4,Chaud,Sydney
67,6534,Ile,10,Chaud,Kyoto
30,1339,Ile,9,Froid,Machu Picchu
51,3824,Megalopole,8,Froid,Londres
37,2590,Nature,17,Tempéré,Le Caire
51,500,Nature,12,Froid,Iles Galapagos
38,1727,Historique,7,Tempéré,New York
24,1615,Nature,3,Froid,Los Angeles
33,3511,Culture,4,Chaud,Amsterdam
26,1965,Culture,4,Tempéré,Tokyo
45,1234,Ile,5,Tempéré,Bali
41,500,Ile,6,Chaud,Zanzibar
44,3925,Aventure,9,Tempéré,Buenos Aires
33,697,Megalopole,13,Tempéré,Bangkok
36,2668,Nature,8,Chaud,Amazonie
48,3123,Megalopole,8,Tempéré,Le Cap
34,2924,Plage,7,Froid,Rio de Janeiro
38,500,Plage,3,Tempéré,Sydney
34,1334,Aventure,7,Froid,Queenstown
38,1111,Aventure,9,Chaud,Rome
49,2885,Nature,4,Tempéré,Iles Galapagos
27,1474,Nature,7,Tempéré,Cancun
48,2997,Historique,11,Tempéré,Tokyo
25,993,Nature,12,Froid,Iles Galapagos
33,2723,Culture,9,Froid,Amsterdam
45,500,Historique,7,Chaud,Machu Picchu
58,6439,Aventure,19,Froid,Londres
50,2499,Megalopole,3,Froid,Prague
45,2382,Nature,5,Chaud,Sydney
51,3140,Nature,4,Tempéré,Tokyo
38,2792,Nature,4,Chaud,Amazonie
49,2934,Megalopole,7,Chaud,Sydney
35,2816,Ile,6,Chaud,Bali
45,2522,Culture,12,Froid,Bangkok
40,4111,Historique,11,Tempéré,Prague
32,1843,Historique,10,Chaud,Kyoto
47,2452,Plage,9,Tempéré,Cancun
30,2324,Culture,6,Chaud,Barcelone
58,3436,Aventure,26,Chaud,Cancun
51,3483,Nature,8,Froid,Queenstown
30,2421,Aventure,5,Chaud,Bali
30,1796,Nature,6,Tempéré,Tokyo
44,2503,Ile,9,Tempéré,Santorin
27,1868,Historique,3,Chaud,Rome
26,2230,Aventure,12,Froid,Bangkok
27,2553,Megalopole,5,Tempéré,Tokyo
30,2929,Megalopole,6,Chaud,Le Caire
45,500,Historique,6,Froid,Le Caire
50,1592,Historique,8,Froid,Machu Picchu
50,3321,Culture,7,Tempéré,Paris
42,2295,Culture,3,Froid,Amsterdam
34,1135,Aventure,5,Chaud,Le Cap
41,2620,Historique,3,Tempéré,Kyoto
48,921,Plage,4,Tempéré,Buenos Aires
26,1475,Plage,7,Froid,Bora Bora
61,3974,Aventure,3,Tempéré,Santorin
41,3196,Historique,6,Froid,Queenstown
43,3717,Aventure,14,Froid,Patagonie
36,2789,Plage,4,Chaud,Londres
44,2412,Culture,9,Tempéré,Buenos Aires
39,2932,Nature,15,Froid,Le Cap
25,1023,Plage,8,Froid,Los Angeles
41,2757,Ile,4,Chaud,Paris
37,4191,Nature,26,Froid,Machu Picchu
32,2268,Aventure,12,Tempéré,Queenstown
56,4607,Aventure,11,Froid,Patagonie
48,2700,Ile,7,Chaud,Los Angeles
61,4631,Plage,3,Tempéré,Cancun
39,2340,Nature,21,Tempéré,Vancouver
36,1304,Plage,6,Froid,Rio de Janeiro
30,1304,Historique,12,Froid,Machu Picchu
27,2261,Nature,5,Tempéré,Los Angeles
40,2533,Historique,16,Froid,Prague
19,898,Historique,8,Chaud,Le Caire
37,1343,Nature,11,Froid,Vancouver
21,1175,Megalopole,5,Chaud,Los Angeles
48,755,Nature,6,Froid,Prague
18,901,Culture,3,Tempéré,Patagonie
69,2064,Nature,7,Tempéré,Paris
49,3074,Megalopole,6,Froid,Santorin
33,2468,Nature,6,Froid,Los Angeles
57,3557,Culture,5,Tempéré,Londres
52,4002,Historique,10,Tempéré,Le Caire
44,3253,Megalopole,3,Tempéré,Bangkok
52,4955,Aventure,4,Tempéré,Tokyo
23,1523,Megalopole,7,Froid,Sydney
66,2702,Culture,11,Chaud,Le Cap
29,645,Ile,3,Froid,Zanzibar
29,1633,Ile,3,Froid,Londres
42,1088,Megalopole,8,Tempéré,New York
36,3246,Nature,3,Tempéré,Vancouver
30,2660,Plage,8,Froid,Vancouver
44,1778,Aventure,7,Chaud,Vancouver
29,500,Culture,7,Tempéré,Rome
36,2289,Nature,5,Froid,Le Cap
18,1253,Megalopole,8,Froid,Tokyo
41,1761,Aventure,8,Chaud,Zanzibar
61,3705,Nature,4,Froid,Prague
20,2095,Plage,3,Chaud,Sydney
58,3716,Historique,3,Chaud,Rome
37,2020,Aventure,3,Froid,Londres
46,4053,Historique,4,Tempéré,Kyoto
39,1112,Culture,9,Chaud,Bali
49,2493,Plage,8,Tempéré,Rio de Janeiro
37,3598,Ile,9,Tempéré,Los Angeles
37,3061,Megalopole,12,Chaud,Los Angeles
58,500,Historique,12,Chaud,Marrakech
39,3166,Culture,4,Tempéré,Marrakech
49,2585,Aventure,7,Chaud,Le Cap
27,1318,Nature,8,Chaud,Barcelone
27,1294,Megalopole,16,Froid,Bangkok
48,2122,Ile,9,Tempéré,Amsterdam
39,3505,Culture,12,Froid,Zanzibar
39,2243,Megalopole,3,Tempéré,Sydney
18,573,Nature,5,Tempéré,Amazonie
48,3671,Megalopole,9,Chaud,Zanzibar
22,1299,Ile,14,Tempéré,Barcelone
38,4042,Nature,3,Tempéré,Tokyo
35,1854,Nature,3,Froid,Prague
48,3666,Nature,11,Chaud,Le Cap
33,500,Historique,4,Tempéré,Paris
40,1374,Aventure,3,Tempéré,Zanzibar
47,3300,Nature,4,Froid,Vancouver
44,3252,Culture,6,Chaud,Amsterdam
20,1924,Culture,3,Froid,Amsterdam
48,1677,Ile,18,Tempéré,Paris
54,3652,Historique,3,Froid,Le Caire
38,1657,Culture,6,Chaud,Buenos Aires
34,2260,Plage,4,Froid,Le Caire
42,621,Ile,9,Froid,Queenstown
40,698,Nature,5,Froid,Vancouver
51,998,Historique,7,Tempéré,Kyoto
40,3898,Nature,7,Tempéré,Iles Galapagos
23,1415,Historique,3,Chaud,Dubai
42,3005,Culture,10,Chaud,Buenos Aires
31,880,Historique,4,Froid,Rome
48,3275,Aventure,8,Chaud,Rio de Janeiro
20,1079,Nature,16,Froid,Iles Galapagos
38,1699,Ile,5,Tempéré,Machu Picchu
58,4370,Ile,14,Chaud,Zanzibar
28,2331,Aventure,7,Chaud,Barcelone
57,5693,Historique,5,Chaud,Le Caire
54,2923,Culture,17,Chaud,Buenos Aires
37,1632,Culture,13,Froid,Paris
43,2148,Ile,4,Tempéré,New York
37,1207,Ile,5,Tempéré,Buenos Aires
44,3163,Nature,7,Froid,Vancouver
30,2191,Ile,17,Froid,Queenstown
21,2291,Plage,6,Froid,Cancun
40,1677,Nature,8,Froid,Amsterdam
23,1384,Plage,8,Froid,Paris
21,955,Historique,13,Tempéré,Kyoto
24,2056,Nature,11,Chaud,Bali
18,1154,Ile,15,Chaud,Bali
28,817,Nature,26,Tempéré,Iles Galapagos
32,1132,Plage,3,Chaud,Los Angeles
24,2099,Megalopole,5,Chaud,Iles Galapagos
50,2638,Nature,6,Chaud,Dubai
34,2154,Megalopole,26,Chaud,Dubai
29,2850,Culture,9,Chaud,Londres
30,1813,Aventure,18,Chaud,Santorin
54,1306,Nature,5,Chaud,Zanzibar
41,2352,Nature,5,Tempéré,Le Cap
27,1394,Culture,27,Chaud,Bangkok
34,934,Plage,4,Chaud,Cancun
41,1808,Megalopole,6,Froid,New York
30,2029,Megalopole,7,Tempéré,Barcelone
29,1905,Plage,8,Froid,Londres
31,910,Aventure,8,Froid,Prague
27,3776,Nature,10,Froid,Patagonie
36,2228,Plage,4,Chaud,Le Cap
43,2861,Culture,5,Froid,Cancun
38,1998,Aventure,13,Tempéré,Queenstown
31,1479,Megalopole,7,Froid,Bangkok
41,4285,Megalopole,4,Froid,Sydney
18,667,Historique,3,Froid,Le Caire
38,3423,Megalopole,18,Froid,Machu Picchu
42,1543,Plage,5,Chaud,Iles Galapagos
53,3324,Plage,12,Froid,Bali
22,1296,Megalopole,6,Tempéré,Prague
33,2705,Aventure,7,Froid,Amsterdam
34,586,Ile,21,Froid,Rio de Janeiro
31,1439,Megalopole,6,Chaud,Tokyo
48,3192,Culture,15,Froid,Londres
35,3946,Aventure,6,Tempéré,Marrakech
33,2055,Plage,4,Froid,Cancun
28,1359,Nature,9,Froid,Marrakech
49,2340,Culture,3,Froid,Prague
32,1009,Ile,14,Chaud,Amazonie
43,2451,Nature,9,Froid,Iles Galapagos
28,2423,Historique,3,Froid,Queenstown
33,1688,Aventure,3,Chaud,Los Angeles
44,2028,Megalopole,8,Froid,Le Caire
53,3199,Historique,3,Tempéré,Paris
30,2461,Plage,3,Froid,Vancouver
55,2397,Historique,3,Froid,Kyoto
25,2486,Culture,3,Froid,Prague
29,2639,Nature,7,Chaud,Rio de Janeiro
28,2500,Nature,4,Tempéré,Londres
49,3421,Ile,4,Tempéré,Bali
54,1269,Aventure,9,Chaud,Rome
42,1915,Culture,3,Tempéré,Paris
27,1114,Aventure,6,Chaud,Iles Galapagos
32,1002,Ile,10,Froid,Londres
39,3350,Culture,6,Froid,Londres
51,2391,Ile,6,Froid,Santorin
24,2653,Plage,13,Chaud,Cancun
61,2311,Ile,8,Froid,Queenstown
28,1306,Megalopole,12,Chaud,Barcelone
26,1213,Culture,9,Froid,Bali
18,500,Nature,7,Froid,Vancouver
37,1889,Plage,13,Chaud,Le Cap
18,1241,Megalopole,4,Chaud,Los Angeles
32,3107,Ile,5,Chaud,Rio de Janeiro
32,2670,Historique,9,Tempéré,Machu Picchu
21,1293,Ile,10,Froid,Sydney
30,2182,Nature,3,Tempéré,Buenos Aires
43,3545,Aventure,3,Froid,Patagonie
25,3068,Aventure,3,Froid,Queenstown
37,2236,Nature,3,Chaud,Rome
54,3830,Historique,8,Chaud,Barcelone
24,646,Nature,6,Froid,Vancouver
53,4374,Culture,3,Tempéré,Paris
36,2369,Nature,11,Froid,Amazonie
42,2095,Plage,4,Froid,Barcelone
41,2818,Nature,8,Froid,Vancouver
38,1168,Historique,12,Chaud,Rome
18,1043,Ile,5,Tempéré,Bali
39,2284,Culture,4,Froid,Prague
25,973,Aventure,13,Tempéré,Patagonie
32,2389,Aventure,9,Froid,Prague
39,2949,Historique,5,Chaud,Kyoto
58,4790,Ile,6,Tempéré,Paris
18,1479,Nature,13,Chaud,Iles Galapagos
21,625,Ile,5,Froid,Bali
28,2168,Megalopole,4,Froid,Patagonie
41,2559,Aventure,4,Tempéré,Iles Galapagos
47,2940,Aventure,9,Froid,Le Caire
47,3361,Ile,8,Tempéré,Marrakech
39,3642,Aventure,9,Chaud,Iles Galapagos
18,500,Aventure,4,Froid,Patagonie
26,1557,Plage,6,Tempéré,Cancun
26,2628,Plage,20,Froid,Santorin
23,1674,Culture,7,Chaud,Los Angeles
39,2424,Megalopole,13,Tempéré,Tokyo
39,2650,Nature,10,Froid,Rome
48,4187,Aventure,7,Chaud,Queenstown
47,2345,Ile,3,Chaud,Queenstown
43,2151,Megalopole,5,Froid,Los Angeles
39,500,Ile,3,Froid,Londres
43,4090,Aventure,12,Froid,Queenstown
37,2884,Ile,7,Tempéré,Zanzibar
40,5038,Ile,8,Froid,Prague
24,1629,Historique,28,Chaud,Dubai
29,1752,Plage,7,Tempéré,Cancun
51,5447,Nature,6,Froid,Le Cap
48,989,Ile,4,Tempéré,Paris
30,500,Aventure,9,Froid,Queenstown
54,4522,Aventure,9,Tempéré,Tokyo
29,3131,Nature,3,Froid,Vancouver
43,3706,Ile,3,Froid,Buenos Aires
47,3131,Aventure,6,Chaud,Patagonie
34,2448,Aventure,4,Chaud,Patagonie
40,843,Plage,8,Froid,Sydney
49,4438,Plage,4,Froid,Barcelone
27,1548,Aventure,11,Tempéré,Patagonie
53,3169,Megalopole,7,Tempéré,Kyoto
18,2023,Megalopole,10,Chaud,New York
42,2507,Ile,7,Froid,Amsterdam
18,500,Megalopole,3,Chaud,Rio de Janeiro
29,2962,Nature,10,Froid,Vancouver
45,3062,Megalopole,6,Froid,Bangkok
43,2176,Nature,3,Tempéré,Iles Galapagos
29,2426,Megalopole,10,Tempéré,Dubai
55,2534,Ile,12,Chaud,Rio de Janeiro
30,2287,Aventure,11,Froid,Patagonie
36,3400,Aventure,11,Froid,Queenstown
41,3483,Historique,7,Chaud,Le Caire
25,661,Ile,3,Chaud,Bangkok
37,2907,Aventure,11,Tempéré,Los Angeles
54,8065,Historique,6,Chaud,Prague
42,2086,Plage,7,Chaud,Bangkok
34,710,Megalopole,6,Chaud,Amazonie
28,1463,Aventure,13,Chaud,Le Caire
65,2796,Culture,12,Froid,Amsterdam
41,3332,Megalopole,4,Chaud,Los Angeles
47,1929,Plage,3,Tempéré,Dubai
